id,cate_id,cate_directory,question,similar_questions,create_time,update_time,creater,updator,answer
30012061062,30000209438,新知识暂存,什么时候直播,"直播时间是什么时候
张老师的课什么时候直播",2024/4/23 16:18:30,2024/4/23 16:18:30,ceshi@1956773234663935.onaliyun.com,,"<div id=""se-knowledge""><p>亲亲，直播是不定时的，都会提前通知的呢；下单之后会有短信通知的哈</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996144,30000205838,售前/产品使用问题,课程试听,"领取一节试听课
我能试听一段时间吗，感觉好复杂
是免费的课程吗，打开要不要收费
课程能够试听嘛？
课程可以试听吗？
最起码先让听课程一下
能不能试听一下 我怕我听不懂
免费试听在哪里
可以试听其中的一节课吗？
我试听一下
怎么免费试听
有没有试听片段
有试听课吗？",2024/3/8 18:49:57,2024/4/23 16:13:21,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲，课程试听可以根据下图指引进行试听哦</p><p><img width=""420"" height=""848"" src=""https://beebot-knowledgecloud-aliyun-public-cn-shanghai.oss-cn-shanghai.aliyuncs.com/kc/1223107/kc-media/kc-faq-oss/1712487511783-课程试看.png"" slate-data-type=""image""></p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996134,30000205840,售前/订单问题/订单物流咨询,有运费险吗？,"运费险怎么算？有的话我就不买了
对我有什么保障吗
我要怎么放心购买呢
买这个课程有什么保障吗
有运费险吗
有不有运费险呀
你们家有运费险吗
运险费是多少
购买课程有没有额外的保障措施，比如运费险？
赠送运费险吗？
有没有帮我购买运费险？
你们应该有运费险的吧？
有没有运费险？
如何查询商品是否有运费险？",2024/3/8 18:49:55,2024/4/11 15:06:01,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲抱歉哦，商品是没有运费险的呢，视频课程我们是支持下单7天之内，观看总时长不超过30分钟全部退款的哟</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996132,30000205838,售前/产品使用问题,视频课不发快递，为什么要填写地址,"买的视频课需要填写收货地址么
这个课程是视频啊，还需要收货地址吗？
线上听课为什么还要我的地址？
视频课程不需要地址的吧？
视频课不是在网上看吗，为什么要填写地址",2024/3/8 18:49:55,2024/4/11 14:54:38,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲这个是平台设置的问题哦，订单是绑定的收件地址的信息观看的哦</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012022018,30000205838,售前/产品使用问题,那我去看看别家的,"课程太垃圾了，我对比一下别家的再说
你们家的课程不喜欢，我逛逛别家
我还是去其他家看看吧
我对比下其他商家的课程
你们的课程不行，我再考虑考虑",2024/3/28 11:12:04,2024/4/11 14:46:43,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>好的，有问题随时与我联系就行~</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996110,30000205838,售前/产品使用问题,是否有老师辅导,"自己观看理解，不懂的有指引么
课程不明白的地方找谁解答
购买后有什么不懂的，可以找你吗
是自己观看理解 不懂的有指引么
我怕自己学不懂，有人教吗
会安排指导老师吗
有老师来带我吗
课程中会有专门的老师辅导我吗
有辅导老师吗
会有老师指导吗",2024/3/8 18:49:49,2024/4/11 10:11:49,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲下单成功之后48小时，会给您安排助教对接您学习噢，您留意短信消息，在短信【博商获客】可以添加到管理的助教老师哈</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012022233,30000205838,售前/产品使用问题,获取不到验证码,"我没收到短信啊
短信没看到啊
有发短信吗，我没收到
我怎么看不到短信啊
短信没用啊
下了单没有收到短信
我没有收到短信，我下单了
不知道啊 试了几次都收不到短信
购买课程成功后，没有收到短信怎么办？
我用的是国内手机号 收不到验证码，我也没换过啊
老师没收到短信怎么办
下载的app，获取不到验证码，怎么办
收到链接打不开
短息的链接点不开
我点不开短信的链接
短信上的链接点了没反应
验证码为什么收不到呢
就是收不到验证码
短信的验证码一直都收不到
短信链接打不开",2024/3/28 16:10:19,2024/4/11 10:02:13,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲您可以看一下短信有没有被拦截哦，可以在垃圾箱看一下哟，亲亲如果是在国外的话可以看一下有没有开通国际漫游呢</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996156,30000205846,基本回复,已付款,"买完会给我发账号密码吗
购买后我想马上就能学习
怎么宣传的是什么正版呀什么时候可以有?
下单后是发链接?还是账号密码
买完之后就能听了吗
付完款了
下完单了
已下单
已购买
我买完了
已经付款完成
购买好了
支付完成
付款成功
我已经买好了
付款了哈",2024/3/8 18:50:01,2024/4/11 9:50:53,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲已购买的话注意短信哦，观看方式下单5分钟左右会直接发送到短信里面哈<br><br>如果没有看到的话留意一下垃圾短信里面是不是被拦截了哦</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012023920,30000205845,售后/退款相关,退款未收到,"未收到退款，帮我查查
我购买的365，信息上显示退还8839卡上，可是我这边没有收到啊
退款是退到哪里的，卡上没收到
退款不是原路返还的吗，我怎么没看到
钱退哪里去了，我没收到
退的钱怎么还没有到我的卡上
退还的钱好没有收到怎么办",2024/3/31 19:00:59,2024/4/10 10:39:27,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲，这边退款是原路径退回的，您可以点击订单查询一下退款流程哦</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996151,30000205845,售后/退款相关,怎么退款,"没观看是不是就不收我钱
观看的课程不超过5%可以随时退吗？
我还没学完，不想学了，能退钱吗
课程学了一半不想学了，要退款
看了一半不想学了
学习了一半发现不喜欢这个课程，可以退款吗
学习到一半时决定不再继续学习，是否可以退款?
这个订单我要 申请退款
你好，这个订单麻烦退一下，谢谢
你好。我买课还没有学。麻烦帮我退款一下。谢谢
我已经买了线下课程了，请问 这个怎么退啊
已經申請退款 麻煩跟進，尽快处理！
干货太少了 都没怎么看，申请退款
重复拍了，这个帮我退了
退款
我要退款这个课程对我没有帮助
这个课程我还没有学习可以退款吗？
不合适可以退吗？
但是我觉得这个课程对我来说没有什么作用 可以退货吗？ 可以申请退款吗？
不要说了，还是退款吧！
我发现我买重复了老师的课，可以退款吗？
不满意的话可以退是吗
我要退款，但是退不了款
为什么拒绝退款，是你们的问题
看不了课程申请退款
申请退款退货  还要自己寄过来吗
我想退货，退货的流程是什么
可以退掉课程吗，不想要了
不想要了能退吗
课程可以退货吗
我现在不要了，不要说了，还是退款吧！
那我能退吗 我想退掉去直播间购买""
退货 申请退款
不好意思，课程不太适合，我退货退款了哈
是不是申请直接退款，无需退货
不行我就退货吧
不能退货吗？
课程没有时间需要退款
我要退款
怎么退课
我可以退钱吗？
这个还能退货吗
你好老师我要退货
这些不是我想要的，我申请退货
如果需要退款，该如何操作？
课程买了如果不合适能退吗？
我买错了课程了
我没空参加线下课，需要退款
退换货有什么要求？",2024/3/8 18:49:59,2024/4/10 10:28:52,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲，购买后7天内观看总时长不超过30分钟可退款，在订单管理申请售后。</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996123,30000205838,售前/产品使用问题,为什么我的已购里面没有课程,"但是现在去登录的时候，他说课程已经过期了，怎么搞？我还没去。
我这个课程因为我给我弟弟买的，然后他忘记去弄了，
我去年买的书籍 视频课的短信链接打不开了，怎么处理
为什么我的已购里面什么也没有
上次抖音买了个399的课，找不到在哪了
钱已支付，没有收到课程
还看不了 没有显示课程
为啥我买了没有显示 我确实买了啊
买了2个课程，都打不开
你好 没有课程 是怎么回事
课程都不见了
为什么显示无课程
没有课程
为什么我的已购课程没了呢
已购里没课程
我的课程在已购里面没找到
已购里面没有玩买的课程",2024/3/8 18:49:53,2024/4/9 11:26:51,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲有登录吗？要使用收件地址的手机登录观看学习哦，或者亲亲截图一下完整的订单信息这边给您看一下哟</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996158,30000205846,基本回复,谢谢,"谢谢你们，我学到了很多东西
客服太好了，给你们点个赞
有不明白的地方再来请教您。谢谢
晚上等孩子回家弄，晚上购买,谢谢你们
好的谢谢亲爱的，你太好了，我真的非常感恩感谢你亲爱的
谢谢啦
非常感谢你的耐心解答
我真的很感激
太谢谢你了
非常感谢你的帮助",2024/3/8 18:50:01,2024/4/8 17:12:55,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>非常感谢亲亲的支持，不客气的哟~</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012034611,30000210725,多渠道知识维护/退款操作指引,通用--1-退款操作指引,,2024/4/8 16:15:01,2024/4/8 16:15:05,chensicong@1956773234663935.onaliyun.com,chensicong@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><div>亲亲，你是在哪里购买的订单呢？</div><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012034610,30000210725,多渠道知识维护/退款操作指引,抖店-1-退款操作指引,,2024/4/8 16:13:07,2024/4/8 16:13:24,chensicong@1956773234663935.onaliyun.com,chensicong@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p><img width=""4096"" height=""3072"" src=""https://beebot-knowledgecloud-aliyun-public-cn-shanghai.oss-cn-shanghai.aliyuncs.com/kc/1223107/kc-media/kc-faq-oss/1712563980352-output1.jpg"" slate-data-type=""image""></p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012033460,30000210725,多渠道知识维护/退款操作指引,小红书-16-退款操作指引,,2024/4/8 16:04:50,2024/4/8 16:04:56,chensicong@1956773234663935.onaliyun.com,chensicong@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p><img width=""2913"" height=""2160"" src=""https://beebot-knowledgecloud-aliyun-public-cn-shanghai.oss-cn-shanghai.aliyuncs.com/kc/1223107/kc-media/kc-faq-oss/1712563485486-output4.jpg"" slate-data-type=""image""></p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012033459,30000210725,多渠道知识维护/退款操作指引,视频号-10-退款操作指引,,2024/4/8 16:04:00,2024/4/8 16:04:11,chensicong@1956773234663935.onaliyun.com,chensicong@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p><img width=""1500"" height=""1124"" src=""https://beebot-knowledgecloud-aliyun-public-cn-shanghai.oss-cn-shanghai.aliyuncs.com/kc/1223107/kc-media/kc-faq-oss/1712563427725-output3.jpg"" slate-data-type=""image""></p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012033457,30000210725,多渠道知识维护/退款操作指引,快手-2-退款操作指引,,2024/4/8 16:03:07,2024/4/8 16:03:14,chensicong@1956773234663935.onaliyun.com,chensicong@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p><img width=""4096"" height=""3072"" src=""https://beebot-knowledgecloud-aliyun-public-cn-shanghai.oss-cn-shanghai.aliyuncs.com/kc/1223107/kc-media/kc-faq-oss/1712563376547-output2.jpg"" slate-data-type=""image""></p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012033456,30000210725,多渠道知识维护/退款操作指引,抖音小程序-12-退款操作指引,,2024/4/8 16:00:25,2024/4/8 16:00:36,chensicong@1956773234663935.onaliyun.com,chensicong@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p><img width=""4096"" height=""3072"" src=""https://beebot-knowledgecloud-aliyun-public-cn-shanghai.oss-cn-shanghai.aliyuncs.com/kc/1223107/kc-media/kc-faq-oss/1712563216150-output1.jpg"" slate-data-type=""image""></p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012033451,30000210725,多渠道知识维护/退款操作指引,自营-1212-退款操作指引,,2024/4/8 15:57:23,2024/4/8 15:57:34,chensicong@1956773234663935.onaliyun.com,chensicong@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p><img width=""1415"" height=""995"" src=""https://beebot-knowledgecloud-aliyun-public-cn-shanghai.oss-cn-shanghai.aliyuncs.com/kc/1223107/kc-media/kc-faq-oss/1712563033945-output.jpg"" slate-data-type=""image""></p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012024090,30000209159,其他,请问获客教育是代理的嘛,"获客教育是代理吗
你们是代理的获客吧
获客是代理吗",2024/4/1 12:01:24,2024/4/8 15:48:15,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲，我们的自己的公司哦。</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30011996115,30000205838,售前/产品使用问题,这个课程是线上还是线下？,"这个课程有电子版的吗？
线上视频有直播吗，有些问题想一对一请老师解答
这个课程有线下环节吗
这个课程是纯线上教学吗？
这个课程需要线下学习吗？
这个课程是线上模式吗？",2024/3/8 18:49:50,2024/4/8 15:44:29,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>很抱歉线上的课程是自主学习的视频课哦，没有老师专门一对一指导的呢</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012024091,30000209159,其他,如果喺後台購買，你會有分成嗎？,"课程的提成会给你百分之多少啊
你会拿多少提成
你们销售出去的课程有分成吗
你们有提成吗
我在后台买课，你有提成吗",2024/4/1 12:11:00,2024/4/8 14:41:25,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲，没有的哦</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012033346,30000205836,售后/订单问题/订单相关,下单享五大权益  是什么,,2024/4/8 14:39:22,2024/4/8 14:39:22,ceshi@1956773234663935.onaliyun.com,,"<div id=""se-knowledge""><p>是赠送的课程资料哦</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
30012023922,30000209438,新知识暂存,报成365的课程怎么没老师联系我,"365购买之后一直没有老师联系我
怎么一直没有老师联系我，我报的是365的
购买了张老师365的课，一直没有找我怎么办",2024/3/31 19:15:02,2024/4/8 14:38:03,ceshi@1956773234663935.onaliyun.com,ceshi@1956773234663935.onaliyun.com,"<div id=""se-knowledge""><p>亲亲您订单截图发我，这边后台查询一下呢</p><link rel=""stylesheet"" href=""https://g.alicdn.com/isipfe/docs/rich.css?""></div>"
